ID_Recepcion;ID_Rollo;Fecha_Recepción;Fecha_ISO;Mes;Tipo_de_tela;Color;Modalidad_Venta;Peso_etiqueta;Metros_etiquetas;Metros_taller;Peso_Plegadora;Rendimiento_teorico_proveedor;Rendimiento_Taller;Delta_Rend_mkg;Pct_Delta_Rend;Delta_Metros;Delta_Kg;Estatus;Tipo_Defecto;Frecuencia;Tiene_Defecto;N_Tipos_Defecto;Severidad;Severidad_label;Flag_Idos;Flag_Manchas;Flag_Huecos;Flag_Marcas_Agua;Flag_Sucio;Flag_Empates;Metros_No_Aprov;Metros_Aprov;Obs_N_Posiciones
461;13;2025-12-04;2025-12-04;2025-12;Jabón;Azul Marino;Por Kg;31.1;0.0;104.93;31.5;3.37;3.33;-0.04;-1.19;;0.4;Aprobado con Desviación;Idos, Marcas de Agua;Frecuente;1;2;4;Crítico;1;0;0;1;0;0;0.0;104.93;8
462;12;2025-12-04;2025-12-04;2025-12;Jabón;Azul Marino;Por Kg;26.6;0.0;100.0;29.9;3.76;3.34;-0.42;-11.17;;3.3;Aprobado;Idos;Frecuente;1;1;2;Frecuente;1;0;0;0;0;0;0.0;100.0;5
463;3;2025-12-04;2025-12-04;2025-12;Jabón;Gris Claro;Por Kg;8.4;0.0;29.23;8.4;3.48;3.48;0.0;0.0;;0.0;Aprobado;Idos;Puntual;1;1;1;Puntual simple;1;0;0;0;0;0;0.0;29.23;2
464;11;2025-12-04;2025-12-04;2025-12;Jabón;Gris Claro;Por Kg;10.7;0.0;36.5;10.75;3.41;3.4;-0.01;-0.29;;0.05;Aprobado;Idos;Puntual;1;1;1;Puntual simple;1;0;0;0;0;0;0.0;36.5;0
465;8;2025-12-04;2025-12-04;2025-12;Jabón;Gris Claro;Por Kg;13.2;0.0;0.0;13.15;0.0;0.0;0.0;;;-0.05;Aprobado;Idos, Marcas de Agua;Frecuente;1;2;4;Crítico;1;0;0;1;0;0;0.0;0.0;3
466;2;2025-12-04;2025-12-04;2025-12;Jabón;Gris Claro;Por Kg;9.8;0.0;34.4;10.0;3.51;3.44;-0.07;-1.99;;0.2;Aprobado;Ninguno;Ninguno;0;0;0;Sin defecto;0;0;0;0;0;0;0.0;34.4;0
467;10;2025-12-04;2025-12-04;2025-12;Jabón;Gris Claro;Por Kg;11.0;0.0;36.79;11.1;3.34;3.31;-0.03;-0.9;;0.1;Aprobado;Idos;Puntual;1;1;1;Puntual simple;1;0;0;0;0;0;0.0;36.79;2
468;1;2025-12-04;2025-12-04;2025-12;Jabón;Gris Claro;Por Kg;18.2;0.0;63.21;18.3;3.47;3.45;-0.02;-0.58;;0.1;Aprobado;Idos;Frecuente;1;1;2;Frecuente;1;0;0;0;0;0;0.0;63.21;2
469;6;2025-12-04;2025-12-04;2025-12;Jabón;Verde Militar;Por Kg;15.5;0.0;46.63;15.6;3.01;2.99;-0.02;-0.66;;0.1;Aprobado;Marcas de Agua;Puntual;1;1;1;Puntual simple;0;0;0;1;0;0;0.0;46.63;0
470;10;2025-12-05;2025-12-05;2025-12;Jabón;Verde Militar;Por Kg;28.8;0.0;97.45;29.0;3.38;3.36;-0.02;-0.59;;0.2;Aprobado con Desviación;Idos, Marcas de Agua;Frecuente;1;2;4;Crítico;1;0;0;1;0;0;0.0;97.45;7
471;1;2025-12-05;2025-12-05;2025-12;Jabón;Lila;Por Kg;20.1;0.0;63.67;20.2;3.17;3.15;-0.02;-0.63;;0.1;Aprobado;Idos, Huecos;Frecuente;1;2;4;Crítico;1;0;1;0;0;0;0.0;63.67;4
472;7;2025-12-05;2025-12-05;2025-12;Jabón;Gris Claro;Por Kg;17.1;0.0;59.24;17.7;3.46;3.35;-0.11;-3.18;;0.6;Aprobado;Idos;Puntual;1;1;1;Puntual simple;1;0;0;0;0;0;0.0;59.24;0
473;3;2025-12-05;2025-12-05;2025-12;Jabón;Vinotinto;Por Kg;31.5;0.0;102.21;31.95;3.24;3.2;-0.04;-1.23;;0.45;Aprobado;Idos, Marcas de Agua;Frecuente;1;2;4;Crítico;1;0;0;1;0;0;0.0;102.21;5
474;1;2025-12-05;2025-12-05;2025-12;Jabón;Rosado Pastel;Por Kg;20.3;0.0;61.64;20.35;3.04;3.03;-0.01;-0.33;;0.05;Aprobado;Idos;Puntual;1;1;1;Puntual simple;1;0;0;0;0;0;0.0;61.64;2
475;14;2025-12-05;2025-12-05;2025-12;Jabón;Azul Marino;Por Kg;30.8;0.0;99.68;31.1;3.24;3.21;-0.03;-0.93;;0.3;Aprobado;Ninguno;Ninguno;0;0;0;Sin defecto;0;0;0;0;0;0;0.0;99.68;0
476;1;2025-12-05;2025-12-05;2025-12;Jabón;Rojo;Por Kg;20.2;0.0;67.43;20.45;3.34;3.3;-0.04;-1.2;;0.25;Aprobado;Marcas de Agua;Puntual;1;1;1;Puntual simple;0;0;0;1;0;0;0.0;67.43;0
477;5;2025-12-05;2025-12-05;2025-12;Jabón;Gris Claro;Por Kg;12.2;0.0;41.95;12.45;3.44;3.37;-0.07;-2.03;;0.25;Aprobado;Ninguno;Ninguno;0;0;0;Sin defecto;0;0;0;0;0;0;0.0;41.95;0
478;9;2025-12-05;2025-12-05;2025-12;Jabón;Gris Claro;Por Kg;22.3;0.0;77.61;22.35;3.48;3.47;-0.01;-0.29;;0.05;Aprobado con Desviación;Idos, Huecos;Frecuente;1;2;4;Crítico;1;0;1;0;0;0;0.0;77.61;2
479;4;2025-12-05;2025-12-05;2025-12;Jabón;Gris Claro;Por Kg;11.2;0.0;38.55;11.35;3.44;3.4;-0.04;-1.16;;0.15;Aprobado con Desviación;Idos, Marcas de Agua;Frecuente;1;2;4;Crítico;1;0;0;1;0;0;0.0;38.55;1
480;6;2025-12-05;2025-12-05;2025-12;Jabón;Gris Claro;Por Kg;13.9;0.0;48.16;13.95;3.46;3.45;-0.01;-0.29;;0.05;Aprobado;Idos, Marcas de Agua;Frecuente;1;2;4;Crítico;1;0;0;1;0;0;0.0;48.16;0
481;9;2025-12-05;2025-12-05;2025-12;Jabón;Negro;Por Kg;11.4;0.0;33.85;11.65;2.97;2.91;-0.06;-2.02;;0.25;Aprobado con Desviación;Idos;Puntual;1;1;1;Puntual simple;1;0;0;0;0;0;0.0;33.85;0
482;10;2025-12-05;2025-12-05;2025-12;Jabón;Negro;Por Kg;14.3;0.0;44.17;14.6;3.09;3.03;-0.06;-1.94;;0.3;Aprobado;Marcas de Agua;Frecuente;1;1;2;Frecuente;0;0;0;1;0;0;0.0;44.17;0
483;15;2025-12-05;2025-12-05;2025-12;Jabón;Negro;Por Kg;17.6;0.0;56.61;17.6;3.22;3.22;0.0;0.0;;0.0;Aprobado con Desviación;Huecos, Marcas de Agua;Puntual;1;2;3;Puntual combinado;0;0;1;1;0;0;0.0;56.61;0
484;15;2025-12-05;2025-12-05;2025-12;Jabón;Blanco;Por Kg;28.8;0.0;98.81;28.8;3.43;3.43;0.0;0.0;;0.0;Aprobado;Idos;Frecuente;1;1;2;Frecuente;1;0;0;0;0;0;0.0;98.81;3
485;14;2025-12-05;2025-12-05;2025-12;Jabón;Blanco;Por Kg;29.5;0.0;95.81;29.75;3.25;3.22;-0.03;-0.92;;0.25;Aprobado;Idos;Frecuente;1;1;2;Frecuente;1;0;0;0;0;0;0.0;95.81;4
486;16;2025-12-05;2025-12-05;2025-12;Jabón;Blanco;Por Kg;29.3;0.0;96.69;29.25;3.3;3.31;0.01;0.3;;-0.05;Aprobado con Desviación;Sucio;Frecuente;1;1;2;Frecuente;0;0;0;0;1;0;0.0;96.69;5
487;17;2025-12-05;2025-12-05;2025-12;Jabón;Blanco;Por Kg;29.1;0.0;95.18;29.35;3.27;3.24;-0.03;-0.92;;0.25;Aprobado con Desviación;Idos;Frecuente;1;1;2;Frecuente;1;0;0;0;0;0;0.0;95.18;6
488;9;2025-12-05;2025-12-05;2025-12;Jabón;Blanco;Por Kg;24.9;0.0;78.92;24.8;3.17;3.18;0.01;0.32;;-0.1;Aprobado;Ninguno;Ninguno;0;0;0;Sin defecto;0;0;0;0;0;0;0.0;78.92;0
489;10;2025-12-05;2025-12-05;2025-12;Jabón;Blanco;Por Kg;30.0;0.0;91.28;30.0;3.04;3.04;0.0;0.0;;0.0;Aprobado;Idos;Frecuente;1;1;2;Frecuente;1;0;0;0;0;0;0.0;91.28;3
490;8;2025-12-05;2025-12-05;2025-12;Jabón;Blanco;Por Kg;13.4;0.0;47.12;14.75;3.52;3.19;-0.33;-9.38;;1.35;Aprobado con Desviación;Idos, Manchas;Frecuente;1;2;4;Crítico;1;1;0;0;0;0;0.0;47.12;2
491;11;2025-12-05;2025-12-05;2025-12;Jabón;Blanco;Por Kg;17.4;0.0;56.41;17.15;3.24;3.29;0.05;1.54;;-0.25;Aprobado con Desviación;Idos;Frecuente;1;1;2;Frecuente;1;0;0;0;0;0;0.0;56.41;4
492;1;2025-12-05;2025-12-05;2025-12;Jabón;Vinotinto;Por Kg;30.3;0.0;95.15;29.5;3.14;3.23;0.09;2.87;;-0.8;Aprobado con Desviación;Idos, Marcas de Agua;Frecuente;1;2;4;Crítico;1;0;0;1;0;0;0.0;95.15;5
493;7;2025-12-05;2025-12-05;2025-12;Jabón;Verde Militar;Por Kg;30.0;0.0;95.55;29.85;3.19;3.2;0.01;0.31;;-0.15;Aprobado;Marcas de Agua;Puntual;1;1;1;Puntual simple;0;0;0;1;0;0;0.0;95.55;0
494;11;2025-12-05;2025-12-05;2025-12;Jabón;Azul Marino;Por Kg;25.7;0.0;89.05;25.85;3.46;3.44;-0.02;-0.58;;0.15;Aprobado con Desviación;Idos, Marcas de Agua;Frecuente;1;2;4;Crítico;1;0;0;1;0;0;0.0;89.05;6
495;9;2025-12-06;2025-12-06;2025-12;Jabón;Blanco;Por Kg;30.0;0.0;96.86;30.3;3.23;3.2;-0.03;-0.93;;0.3;Aprobado;Ninguno;Ninguno;0;0;0;Sin defecto;0;0;0;0;0;0;0.0;96.86;0
496;7;2025-12-06;2025-12-06;2025-12;Jabón;Negro;Por Kg;19.3;0.0;68.6;19.6;3.55;3.5;-0.05;-1.41;;0.3;Aprobado;Huecos, Marcas de Agua;Frecuente;1;2;4;Crítico;0;0;1;1;0;0;0.0;68.6;0
497;13;2025-12-06;2025-12-06;2025-12;Jabón;Negro;Por Kg;17.6;0.0;59.4;17.85;3.38;3.33;-0.05;-1.48;;0.25;Aprobado;Idos, Marcas de Agua;Puntual;1;2;3;Puntual combinado;1;0;0;1;0;0;0.0;59.4;1
498;4;2025-12-06;2025-12-06;2025-12;Jabón;Negro;Por Kg;30.4;0.0;101.51;30.3;3.34;3.35;0.01;0.3;;-0.1;Aprobado;Idos;Frecuente;1;1;2;Frecuente;1;0;0;0;0;0;0.0;101.51;3
499;3;2025-12-06;2025-12-06;2025-12;Jabón;Negro;Por Kg;18.9;0.0;0.0;18.7;0.0;0.0;0.0;;;-0.2;Aprobado;Idos;Frecuente;1;1;2;Frecuente;1;0;0;0;0;0;0.0;0.0;2
500;12;2025-12-06;2025-12-06;2025-12;Jabón;Negro;Por Kg;17.9;0.0;53.72;17.95;3.0;2.99;-0.01;-0.33;;0.05;Aprobado con Desviación;Idos, Marcas de Agua;Frecuente;1;2;4;Crítico;1;0;0;1;0;0;0.0;53.72;5
501;6;2025-12-06;2025-12-06;2025-12;Jabón;Negro;Por Kg;19.9;0.0;65.81;17.9;3.31;3.68;0.37;11.18;;-2.0;Aprobado;Ninguno;Ninguno;0;0;0;Sin defecto;0;0;0;0;0;0;0.0;65.81;0
502;11;2025-12-06;2025-12-06;2025-12;Jabón;Negro;Por Kg;21.6;0.0;72.18;21.65;3.34;3.33;-0.01;-0.3;;0.05;Aprobado;Marcas de Agua;Frecuente;1;1;2;Frecuente;0;0;0;1;0;0;0.0;72.18;0
503;8;2025-12-06;2025-12-06;2025-12;Jabón;Negro;Por Kg;31.2;0.0;91.05;31.3;2.92;2.91;-0.01;-0.34;;0.1;Aprobado;Idos;Puntual;1;1;1;Puntual simple;1;0;0;0;0;0;0.0;91.05;1
504;2;2025-12-06;2025-12-06;2025-12;Jabón;Negro;Por Kg;30.8;0.0;77.92;30.6;2.53;2.55;0.02;0.79;;-0.2;Aprobado;Idos, Huecos;Frecuente;1;2;4;Crítico;1;0;1;0;0;0;0.0;77.92;8
505;5;2025-12-06;2025-12-06;2025-12;Jabón;Negro;Por Kg;18.3;0.0;59.43;18.3;3.25;3.25;0.0;0.0;;0.0;Aprobado con Desviación;Idos, Huecos, Marcas de Agua;Puntual;1;3;3;Puntual combinado;1;0;1;1;0;0;0.0;59.43;2
506;14;2025-12-06;2025-12-06;2025-12;Jabón;Negro;Por Kg;17.5;0.0;80.14;15.85;4.58;5.06;0.48;10.48;;-1.65;Aprobado;Huecos, Marcas de Agua;Puntual;1;2;3;Puntual combinado;0;0;1;1;0;0;0.0;80.14;1
507;1,1;2025-12-06;2025-12-06;2025-12;Jabón;Negro;Por Kg;24.5;0.0;81.11;24.4;3.31;3.32;0.01;0.3;;-0.1;Aprobado;Idos;Puntual;1;1;1;Puntual simple;1;0;0;0;0;0;0.0;81.11;1
508;11;2025-12-06;2025-12-06;2025-12;Jabón;Negro;Por Kg;29.4;0.0;96.83;29.75;3.29;3.25;-0.04;-1.22;;0.35;Aprobado con Desviación;Idos;Frecuente;1;1;2;Frecuente;1;0;0;0;0;0;0.0;96.83;7
509;1;2025-12-06;2025-12-06;2025-12;Jabón;Negro;Por Kg;30.8;0.0;102.09;30.7;3.31;3.33;0.02;0.6;;-0.1;Aprobado;Ninguno;Ninguno;0;0;0;Sin defecto;0;0;0;0;0;0;0.0;102.09;0
510;3;2025-12-06;2025-12-06;2025-12;Jabón;Verde Militar;Por Kg;21.0;0.0;68.9;20.95;3.28;3.29;0.01;0.3;;-0.05;Aprobado con Desviación;Idos, Marcas de Agua;Frecuente;1;2;4;Crítico;1;0;0;1;0;0;0.0;68.9;4
511;1;2025-12-06;2025-12-06;2025-12;Jabón;Verde Militar;Por Kg;29.0;0.0;94.49;29.0;3.26;3.26;0.0;0.0;;0.0;Aprobado;Idos, Marcas de Agua;Frecuente;1;2;4;Crítico;1;0;0;1;0;0;0.0;94.49;3
512;2;2025-12-06;2025-12-06;2025-12;Jabón;Verde Militar;Por Kg;29.0;0.0;91.39;28.9;3.15;3.16;0.01;0.32;;-0.1;Aprobado;Marcas de Agua;Puntual;1;1;1;Puntual simple;0;0;0;1;0;0;0.0;91.39;0
513;8;2025-12-06;2025-12-06;2025-12;Jabón;Verde Militar;Por Kg;29.4;0.0;97.48;29.55;3.32;3.3;-0.02;-0.6;;0.15;Aprobado con Desviación;Idos, Marcas de Agua;Frecuente;1;2;4;Crítico;1;0;0;1;0;0;0.0;97.48;6
514;3;2025-12-06;2025-12-06;2025-12;Jabón;Azul Marino;Por Kg;29.9;0.0;98.23;30.05;3.29;3.27;-0.02;-0.61;;0.15;Aprobado con Desviación;Idos, Marcas de Agua;Frecuente;1;2;4;Crítico;1;0;0;1;0;0;0.0;98.23;5
515;10;2025-12-06;2025-12-06;2025-12;Jabón;Azul Marino;Por Kg;23.9;0.0;78.53;23.25;3.29;3.38;0.09;2.74;;-0.65;Aprobado con Desviación;Idos, Marcas de Agua;Puntual;1;2;3;Puntual combinado;1;0;0;1;0;0;0.0;78.53;2
516;1;2025-12-06;2025-12-06;2025-12;Jabón;Azul Marino;Por Kg;27.3;0.0;87.78;27.6;3.22;3.18;-0.04;-1.24;;0.3;Aprobado con Desviación;Idos, Manchas;Frecuente;1;2;4;Crítico;1;1;0;0;0;0;0.0;87.78;3
517;9;2025-12-06;2025-12-06;2025-12;Jabón;Azul Marino;Por Kg;30.0;0.0;100.13;30.35;3.34;3.3;-0.04;-1.2;;0.35;Aprobado con Desviación;Marcas de Agua;Puntual;1;1;1;Puntual simple;0;0;0;1;0;0;0.0;100.13;0
518;6;2025-12-06;2025-12-06;2025-12;Jabón;Azul Marino;Por Kg;27.0;0.0;84.76;27.45;3.14;3.09;-0.05;-1.59;;0.45;Aprobado;Ninguno;Ninguno;0;0;0;Sin defecto;0;0;0;0;0;0;0.0;84.76;0
519;5;2025-12-06;2025-12-06;2025-12;Jabón;Azul Marino;Por Kg;21.7;0.0;71.13;22.0;3.28;3.23;-0.05;-1.52;;0.3;Aprobado;Ninguno;Ninguno;0;0;0;Sin defecto;0;0;0;0;0;0;0.0;71.13;0
520;7;2025-12-06;2025-12-06;2025-12;Jabón;Azul Marino;Por Kg;28.9;0.0;97.08;29.1;3.36;3.34;-0.02;-0.6;;0.2;Aprobado;Idos;Frecuente;1;1;2;Frecuente;1;0;0;0;0;0;0.0;97.08;5
521;2;2025-12-06;2025-12-06;2025-12;Jabón;Azul Marino;Por Kg;31.5;0.0;100.35;31.95;3.19;3.14;-0.05;-1.57;;0.45;Aprobado;Idos;Puntual;1;1;1;Puntual simple;1;0;0;0;0;0;0.0;100.35;2
522;8;2025-12-06;2025-12-06;2025-12;Jabón;Azul Marino;Por Kg;31.3;0.0;103.28;31.75;3.3;3.25;-0.05;-1.52;;0.45;Aprobado;Marcas de Agua;Puntual;1;1;1;Puntual simple;0;0;0;1;0;0;0.0;103.28;0
523;11;2025-12-09;2025-12-09;2025-12;Universal;Blanco;Por Metro;0.0;79.3;75.16;15.6;5.08;4.82;;;-4.14;;Aprobado;Idos;Puntual;1;1;1;Puntual simple;1;0;0;0;0;0;0.0;75.16;1
524;9;2025-12-09;2025-12-09;2025-12;Universal;Blanco;Por Metro;0.0;99.8;95.46;20.1;4.97;4.75;;;-4.34;;Aprobado;Idos, Manchas;Frecuente;1;2;4;Crítico;1;1;0;0;0;0;0.0;95.46;1
525;2;2025-12-09;2025-12-09;2025-12;Universal;Blanco;Por Metro;0.0;99.8;94.77;20.45;4.88;4.63;;;-5.03;;Aprobado;Idos;Frecuente;1;1;2;Frecuente;1;0;0;0;0;0;0.0;94.77;5
526;10;2025-12-09;2025-12-09;2025-12;Universal;Blanco;Por Metro;0.0;67.3;65.78;13.05;5.16;5.04;;;-1.52;;Aprobado;Manchas;Frecuente;1;1;2;Frecuente;0;1;0;0;0;0;0.0;65.78;0
527;8;2025-12-09;2025-12-09;2025-12;Universal;Blanco;Por Metro;0.0;41.1;37.07;8.1;5.07;4.58;;;-4.03;;Aprobado;Manchas;Frecuente;1;1;2;Frecuente;0;1;0;0;0;0;0.0;37.07;1
528;7;2025-12-09;2025-12-09;2025-12;Universal;Blanco;Por Metro;0.0;105.7;97.97;21.2;4.99;4.62;;;-7.73;;Aprobado;Ninguno;Ninguno;0;0;0;Sin defecto;0;0;0;0;0;0;0.0;97.97;0
529;4;2025-12-09;2025-12-09;2025-12;Universal;Blanco;Por Metro;0.0;100.9;98.98;20.6;4.9;4.8;;;-1.92;;Aprobado;Ninguno;Ninguno;0;0;0;Sin defecto;0;0;0;0;0;0;0.0;98.98;0
530;3;2025-12-09;2025-12-09;2025-12;Universal;Blanco;Por Metro;0.0;106.3;106.28;22.15;4.8;4.8;;;-0.02;;Aprobado;Idos;Puntual;1;1;1;Puntual simple;1;0;0;0;0;0;0.0;106.28;1
531;1;2025-12-09;2025-12-09;2025-12;Universal;Blanco;Por Metro;0.0;100.2;96.8;20.0;5.01;4.84;;;-3.4;;Aprobado;Idos, Sucio;Puntual;1;2;3;Puntual combinado;1;0;0;0;1;0;0.0;96.8;1
532;5;2025-12-09;2025-12-09;2025-12;Universal;Blanco;Por Metro;0.0;99.8;94.57;19.65;5.08;4.81;;;-5.23;;Aprobado;Idos;Puntual;1;1;1;Puntual simple;1;0;0;0;0;0;0.0;94.57;1
533;1;2025-12-09;2025-12-09;2025-12;Universal;Marrón;Por Metro;0.0;51.2;48.91;10.85;4.72;4.51;;;-2.29;;Aprobado;Ninguno;Ninguno;0;0;0;Sin defecto;0;0;0;0;0;0;0.0;48.91;0
534;2;2025-12-09;2025-12-09;2025-12;Universal;Verde Botella;Por Kg;10.8;0.0;46.79;10.4;4.33;4.5;0.17;3.93;;-0.4;Aprobado;Ninguno;Ninguno;0;0;0;Sin defecto;0;0;0;0;0;0;0.0;46.79;0
535;1;2025-12-09;2025-12-09;2025-12;Universal;Verde Botella;Por Metro;0.0;40.0;37.3;8.26;4.84;4.52;;;-2.7;;Aprobado;Ninguno;Ninguno;0;0;0;Sin defecto;0;0;0;0;0;0;0.0;37.3;0
536;1;2025-12-09;2025-12-09;2025-12;Novak Repel;Negro;Por Metro;0.0;40.0;37.75;8.55;4.68;4.42;;;-2.25;;Aprobado;Ninguno;Ninguno;0;0;0;Sin defecto;0;0;0;0;0;0;0.0;37.75;0
537;1;2025-12-09;2025-12-09;2025-12;Novak Repel;Azul Marino;Por Metro;0.0;40.0;38.59;8.4;4.76;4.59;;;-1.41;;Aprobado;Ninguno;Ninguno;0;0;0;Sin defecto;0;0;0;0;0;0;0.0;38.59;0
538;1;2025-12-09;2025-12-09;2025-12;Novak Repel;Gris;Por Metro;0.0;40.0;39.84;9.05;4.42;4.4;;;-0.16;;Aprobado;Ninguno;Ninguno;0;0;0;Sin defecto;0;0;0;0;0;0;0.0;39.84;0
539;1;2025-12-09;2025-12-09;2025-12;Novak Repel;Blanco;Por Metro;0.0;40.0;39.43;9.15;4.37;4.31;;;-0.57;;Aprobado;Ninguno;Ninguno;0;0;0;Sin defecto;0;0;0;0;0;0;0.0;39.43;0
540;4;2025-12-09;2025-12-09;2025-12;Bahía;Negro;Por Metro;0.0;60.0;57.0;20.95;2.86;2.72;;;-3.0;;Aprobado;Ninguno;Ninguno;0;0;0;Sin defecto;0;0;0;0;0;0;0.0;57.0;0
541;3;2025-12-09;2025-12-09;2025-12;Bahía;Negro;Por Metro;0.0;59.0;55.88;17.4;3.39;3.21;;;-3.12;;Aprobado;Ninguno;Ninguno;0;0;0;Sin defecto;0;0;0;0;0;0;0.0;55.88;0
542;5;2025-12-09;2025-12-09;2025-12;Bahía;Negro;Por Metro;0.0;60.0;56.2;17.65;3.4;3.18;;;-3.8;;Aprobado;Idos, Marcas de Agua;Puntual;1;2;3;Puntual combinado;1;0;0;1;0;0;0.0;56.2;1
543;6;2025-12-09;2025-12-09;2025-12;Bahía;Negro;Por Metro;0.0;28.0;27.21;9.8;2.86;2.78;;;-0.79;;Aprobado;Ninguno;Ninguno;0;0;0;Sin defecto;0;0;0;0;0;0;0.0;27.21;0
544;1;2025-12-09;2025-12-09;2025-12;Bahía;Negro;Por Metro;0.0;60.0;56.35;20.05;2.99;2.81;;;-3.65;;Aprobado;Ninguno;Ninguno;0;0;0;Sin defecto;0;0;0;0;0;0;0.0;56.35;0
545;2;2025-12-09;2025-12-09;2025-12;Bahía;Negro;Por Metro;0.0;38.7;35.68;12.35;3.13;2.89;;;-3.02;;Aprobado;Marcas de Agua;Puntual;1;1;1;Puntual simple;0;0;0;1;0;0;0.0;35.68;0
546;2;2025-12-09;2025-12-09;2025-12;Bahía;Azul Marino;Por Metro;0.0;70.0;69.44;23.8;2.94;2.92;;;-0.56;;Aprobado;Ninguno;Ninguno;0;0;0;Sin defecto;0;0;0;0;0;0;0.0;69.44;0
547;3;2025-12-09;2025-12-09;2025-12;Bahía;Azul Marino;Sin referencia;0.0;0.0;64.06;22.75;0.0;2.82;;;;;Aprobado;Ninguno;Ninguno;0;0;0;Sin defecto;0;0;0;0;0;0;0.0;64.06;0
548;1;2025-12-09;2025-12-09;2025-12;Bahía;Azul Marino;Por Metro;0.0;49.6;45.26;16.1;3.08;2.81;;;-4.34;;Aprobado;Idos;Puntual;1;1;1;Puntual simple;1;0;0;0;0;0;0.0;45.26;1
549;2;2025-12-09;2025-12-09;2025-12;Viori Repel;Negro;Por Metro;0.0;50.0;42.72;9.5;5.26;4.5;;;-7.28;;Aprobado;Ninguno;Ninguno;0;0;0;Sin defecto;0;0;0;0;0;0;0.0;42.72;0
550;1;2025-12-09;2025-12-09;2025-12;Viori Repel;Negro;Por Metro;0.0;41.0;41.0;6.9;5.94;5.94;;;0.0;;Aprobado;Ninguno;Ninguno;0;0;0;Sin defecto;0;0;0;0;0;0;0.0;41.0;0
551;1;2025-12-09;2025-12-09;2025-12;Viori Repel;Azul Cielo;Por Metro;0.0;23.0;21.71;4.4;5.23;4.93;;;-1.29;;Aprobado;Idos;Puntual;1;1;1;Puntual simple;1;0;0;0;0;0;0.0;21.71;1
552;1;2025-12-09;2025-12-09;2025-12;Viori Repel;Verde Militar;Por Metro;0.0;20.0;17.47;3.37;5.93;5.18;;;-2.53;;Aprobado;Idos;Puntual;1;1;1;Puntual simple;1;0;0;0;0;0;0.0;17.47;1
553;1;2025-12-09;2025-12-09;2025-12;Viori Repel;Vinotinto;Por Metro;0.0;20.0;12.58;4.05;4.94;3.11;;;-7.42;;Aprobado;Idos;Puntual;1;1;1;Puntual simple;1;0;0;0;0;0;0.0;12.58;1
554;6;2025-12-10;2025-12-10;2025-12;Universal;Blanco;Por Metro;0.0;99.8;94.81;20.55;4.86;4.61;;;-4.99;;Aprobado;Ninguno;Ninguno;0;0;0;Sin defecto;0;0;0;0;0;0;0.0;94.81;0
555;1;2025-12-10;2025-12-10;2025-12;Novaktex Repel;Gris Oscuro;Por Metro;0.0;68.0;64.34;13.8;4.93;4.66;;;-3.66;;Aprobado;Idos;Puntual;1;1;1;Puntual simple;1;0;0;0;0;0;0.0;64.34;0
556;2;2025-12-10;2025-12-10;2025-12;Novaktex Repel;Gris Oscuro;Por Metro;0.0;150.0;119.55;26.85;5.59;4.45;;;-30.45;;Aprobado;Idos;Puntual;1;1;1;Puntual simple;1;0;0;0;0;0;0.0;119.55;1
557;1;2025-12-10;2025-12-10;2025-12;Novaktex Repel;Verde Militar;Por Metro;0.0;105.0;99.77;21.7;4.84;4.6;;;-5.23;;Aprobado;Idos;Puntual;1;1;1;Puntual simple;1;0;0;0;0;0;0.0;99.77;2
558;1;2025-12-10;2025-12-10;2025-12;Novaktex Repel;Azul Marino;Por Metro;0.0;109.0;98.81;22.9;4.76;4.31;;;-10.19;;Aprobado;Idos;Puntual;1;1;1;Puntual simple;1;0;0;0;0;0;0.0;98.81;1
559;1;2025-12-10;2025-12-10;2025-12;Novaktex Repel;Negro;Por Metro;0.0;160.0;141.76;31.35;5.1;4.52;;;-18.24;;Aprobado;Empates;Puntual;1;1;1;Puntual simple;0;0;0;0;0;1;0.0;141.76;1
560;2;2025-12-10;2025-12-10;2025-12;Novaktex Repel;Negro;Por Metro;0.0;52.0;46.22;10.15;5.12;4.55;;;-5.78;;Aprobado;Ninguno;Ninguno;0;0;0;Sin defecto;0;0;0;0;0;0;0.0;46.22;0
561;3;2025-12-10;2025-12-10;2025-12;Novaktex Repel;Negro;Por Metro;0.0;39.0;36.79;8.1;4.81;4.54;;;-2.21;;Aprobado;Idos;Puntual;1;1;1;Puntual simple;1;0;0;0;0;0;0.0;36.79;0
562;1;2025-12-10;2025-12-10;2025-12;Novaktex Repel;Kaki;Sin referencia;0.0;0.0;93.93;21.5;0.0;4.37;;;;;Aprobado;Idos;Puntual;1;1;1;Puntual simple;1;0;0;0;0;0;0.0;93.93;1
563;1;2025-12-10;2025-12-10;2025-12;Bahía;Verde Militar;Por Metro;0.0;49.6;47.3;17.25;2.88;2.74;;;-2.3;;Aprobado;Marcas de Agua;Puntual;1;1;1;Puntual simple;0;0;0;1;0;0;0.0;47.3;0
564;2;2025-12-10;2025-12-10;2025-12;Bahía;Verde Militar;Por Metro;0.0;49.6;47.58;17.0;2.92;2.8;;;-2.02;;Aprobado;Ninguno;Ninguno;0;0;0;Sin defecto;0;0;0;0;0;0;0.0;47.58;0
565;3;2025-12-10;2025-12-10;2025-12;Bahía;Verde Militar;Por Metro;0.0;21.0;20.93;7.15;2.94;2.93;;;-0.07;;Aprobado;Marcas de Agua;Puntual;1;1;1;Puntual simple;0;0;0;1;0;0;0.0;20.93;0
